race_id,Horse Name,first_start,num_horses,Num,Age,Gender,Barrier,race_distance,Career ROI,Best Fixed Odds,Dry Track Strike Rate,Wet Track Strike Rate,Average Prize Money,Career Place Strike Rate,Weight,Career Strike Rate,This Condition Strike Rate,This Condition Place Strike Rate,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Strike Rate,Jockey Last 100 Place Strike Rate,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Strike Rate,Trainer Last 100 Place Strike Rate,Last Start Margin,Finish Result (Updates after race),win_label,place_label
855323,Little Fish,0,12,2,4,G,9,1000.0,128,2.6,1.0000000000000002,-0.9863370551152271,1.0000000000000002,1.0,0.6923076923076934,1.0000000000000002,-0.9863416850687494,-0.9900370516197572,1.0,1.0,1.0,-0.4327831412851656,0.8774703558495696,0.3001569155773733,-0.6923076923076923,0.0,1,1
855323,Comparative,0,12,9,5,G,8,1000.0,-69,34.0,-1.0,-0.03084363383737065,-0.9252551748382704,-0.5777822850051852,-0.5384615384615401,-1.0,-0.03084603663104635,0.8796553430821952,-0.4908657664813344,0.06666666666666665,-0.5121951219512195,-0.6142427073601162,-0.40711462446855706,-0.5068370320223756,0.0769230769230771,0.75,0,1
855323,Chin Strap,0,12,3,5,G,6,1000.0,-49,16.0,-0.5148784090808916,-0.9991705885327968,-0.3291132906492307,-0.009499437478636352,0.5384615384615365,-0.6681000035368521,-0.9991752484000054,0.2453685475303691,-0.7176330420969024,0.20000000000000015,0.1707317073170731,-0.5442748884146733,1.0,1.0,-0.07692307692307687,1.7500000000001137,0,1
855323,Plutocracy,0,12,5,4,G,1,1000.0,-15,3.6,-0.8397021411363772,-0.9966319088560796,0.3663459159157732,-0.3100457695449845,0.23076923076922995,-0.9443501903128452,-0.9966365628058792,1.0,0.23907863383637795,0.20000000000000015,0.1707317073170731,1.0,0.5810276680838481,0.34498991266624834,-0.15384615384615374,1.999999999999972,0,0
855323,Vermont Lady,0,12,1,5,M,11,1000.0,59,32.0,-0.32678280684604155,0.6050210886634322,-0.3724549059995528,-0.4830685622814853,1.0,-0.3783411889538071,0.9999999999999998,-0.22367343555676644,-1.0,-0.8666666666666666,-0.7560975609756099,-0.7091248832139521,-0.1106719367028357,-0.32750504366687583,0.0,1.999999999999972,0,0
855323,Twentythree Red,0,12,8,4,G,4,1000.0,-17,83.0,-0.5692872423188625,-0.998328223573514,-0.6234073246511689,-0.7435699984731879,-0.07692307692307665,-0.7413327277199959,-0.9983328814772536,-0.22367343555676644,-0.30659253375694995,-0.4666666666666666,-0.4146341463414636,-0.4404650679954324,-0.6047430829790381,-0.4620040349335006,0.8461538461538463,2.25,0,0
855323,Burning Magic,0,12,13,5,M,2,1000.0,-77,35.0,-0.8267847453496856,-1.0,-0.7975660985693682,-0.3599898292306227,-1.0,-1.0,-1.0,0.445373763432144,0.2879269261318507,0.7333333333333334,-0.2195121951219512,-0.7246963562753036,-0.8023715414895192,-0.5516700291112504,-1.0,2.5000000000001137,0,0
855323,Alta Sull'amore,0,12,11,4,M,12,1000.0,-15,23.0,-0.684842711133246,-0.9966319088560796,-0.8621825822072463,-0.5232850212723174,-0.8461538461538467,-0.7963742054611509,-0.9966365628058792,-0.9980291682929288,-0.9686258935663226,-1.0,-1.0,-0.4190802449911761,-0.40711462446855706,-0.5516700291112504,-0.8923076923076922,2.749999999999972,0,0
855323,Its Not Trading,0,12,7,7,G,5,1000.0,10,23.5,-0.6401763214024541,-0.9995888945920056,-1.0,-0.4732024420973279,-0.07692307692307665,-0.7517670826496605,-0.999593555434244,-0.4859403208617858,0.2291501191421763,0.8666666666666667,-0.12195121951219524,-1.0,-0.4545454545110726,-0.5965030262001254,-0.5384615384615384,2.749999999999972,0,0
855323,Classic Pro,0,12,12,3,F,3,1000.0,182,7.5,-0.6879421662957196,-0.9991705885327968,0.2794486007989672,-1.0,-0.8461538461538467,-0.9013843407748066,-0.9991752484000054,-1.0,-0.8061953931691819,-0.2,-0.17073170731707332,-0.777016505761445,-1.0,-1.0,-0.9230769230769232,3.0,0,0
855323,Klondike Kenny,0,12,10,6,G,10,1000.0,-58,34.0,-0.8550586170914483,-0.9966319088560796,-0.7695367891604056,-0.5148863889060824,-0.5384615384615401,-0.9314052781007066,-0.9966365628058792,-0.9980291682929288,-0.16838760921366158,0.06666666666666665,-0.3170731707317074,-0.8170870964393231,-0.8023715414895192,-0.5516700291112504,-0.9692307692307692,4.249999999999972,0,0
855323,Halusa,0,12,4,8,G,7,1000.0,-41,51.0,-0.3660775579167265,0.9999999999999998,-0.4905411565367042,-0.2798303329501781,0.23076923076922995,-0.3712676612900123,0.9999999999999998,-0.22367343555676644,-0.9753772835583796,-0.5999999999999999,-0.902439024390244,-0.8170870964393231,-0.8023715414895192,-0.5516700291112504,1.0,7.2499999999999725,0,0
805500,Keep Up,0,9,2,6,G,4,2100.0,67,3.7,-0.8342657322457525,0.024821448084378032,-0.9999999999999998,0.5952986994145215,0.3846153846153833,-0.8420741319474132,-0.33724747907296315,0.4099892201393132,-0.2740328125679967,-0.3846153846153846,0.9999999999999996,-0.8272864777654534,0.125,0.3333333333333335,-0.3727810650887574,0.0,1,1
805500,Athena's Voice,0,9,9,4,M,7,2100.0,-37,26.5,-0.3730916039368597,0.12204770498994355,-0.7381575210264399,-0.8738435800111009,-1.0,-0.5697281811238528,-0.12922399187861966,-0.5377118678629758,-1.0,-1.0,-1.0,-0.9953615004537664,-0.75,-0.696969696969697,-0.4911242603550296,0.480000000000075,0,1
805500,Devil's Lair,0,9,4,4,G,1,2100.0,22,9.5,-0.3932108352631067,0.6050164345170352,0.11811144456487055,-1.0,0.23076923076922995,-0.2565242742724527,-0.9987405879314968,-1.0,1.0000000000000002,-0.5384615384615385,-0.5789473684210527,0.9999999999999998,-0.125,0.03030303030303028,-0.8118343195266272,0.589999999999975,0,1
805500,Tinker Dan,0,9,3,5,G,6,2100.0,71,7.0,0.020779225559994785,-0.9999233376130924,0.022888271493532564,0.558089961586,0.3846153846153833,-0.7947914855990235,-0.9997189776159948,0.09397486755261908,-0.829757604769572,-0.6923076923076925,-0.6842105263157894,-1.0,-0.875,-1.0,-0.5266272189349113,2.010000000000048,0,0
805500,Albert of Monaco,0,9,6,5,G,2,2100.0,28,14.2,1.0000000000000002,0.6050164345170352,-0.3151465120711816,0.4749314882401618,-0.3846153846153833,0.7633403440112332,1.0000000000000002,0.06474797877119176,-0.8086078593498411,1.0,0.5789473684210527,-0.9230412423111828,1.0,0.6363636363636362,-1.0,2.430000000000007,0,0
805500,Villarrica,0,9,8,5,M,8,2100.0,67,41.0,-1.0,0.5153528187458292,-0.9353476448202356,-0.24751154604574954,-1.0,-0.7947914855990235,0.32069941566768895,0.4048309867295112,-0.9469950824665998,-0.0769230769230771,-0.3684210526315792,-0.98971463144096,-1.0,-0.3333333333333335,-0.6958579881656805,2.8100000000000023,0,0
805500,Godunov,0,9,1,4,H,9,2100.0,114,6.5,0.9639446488725404,1.0,1.0000000000000004,1.0,1.0,0.9999999999999996,0.5521348518205877,0.6514920790203751,-0.729318073023195,-0.3846153846153846,-1.0,0.08867601089039012,-0.375,-0.03030303030303028,-1.0,5.750000000000057,0,0
